code,Barcode,name,Compcode,Compname,Pack,Unit,Location,Expiry,Generic,Saltcode,Strength,saltcode1,Strength1,saltcode2,Strength2,saltcode3,Strength3,Saltcode4,Strength4,Saltcode5,Strength5,Substitute,Saltno,Prate,Tsr,Psc,ptax,Excise,Scm1,scm2,Srate,Sc,Saletype,Stax,Wsrate,Add_sc,Add_tsr,Costrate,opqty,Clqty,status,Vdt,Batchcode,cname_bc,Defqty,BarcodeQty,splrate,Mrp,Ssc,WsNet,SplNet,Hscm,Box,CommonItem,Sscm1,FDis,Sscm2,FDisP,currentScm,ScmFrom,ScmTo,CurrScm1,CurrScm2,TrimName,PresReq,Division,QScm,SconMrp,VAT,Margin,Inclusive,ItemCat,Gdn,PRateCase,PRateBox,Desc1,Desc2,MinQty,MaxQty,ItCase,TRate,Wr,Pic,Mfg,TempOpqty,TempClqty,TempAmt,TempAmt1,TempAmt2,TaxonMrp,ScmPer,IWeight,SubStrenght,ItemRef,MaxInvQty,MaxQtyWr,OpFreeQty,VATonSrate,Exon,ExPer,UnitType,MfgQty,mTag,DisContinue,MfgBy,Vol,VDisP,VDisS,FDisWR,LastYearCost,OpAddQty,SaleLessQty,SplDisQty,SplDisPer,MinGP,LockScm,FullName,RateLock,MinRate,PurExciseAsRate,PurNetRate,CostWFQ,LockBilling,SameBatchCost,EsCode,FdisPWS,ItemType,ItemGroup,HSNCode,CGST,SGST,IGST,GSTCess,IucCode,Flag,miscsettings,SyncMark
2412,,DIGESTUM-PRO CAP.,15,MERITUS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,67.27,0.00,0.00,0.00,0.00,10,1,74.00,0.00,1,0.00,0.00,N,N,61.15,0,0,,05-Dec-14,N,Y,N,0,$0.00,$99.90,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DIGESTUMPROCAP,N,MERITUS,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DIGESTUM-PRO CAP.,1,0,0,0,67.27,N,61.15,0,,00,0,,0,0,0,0,,,,
2413,,OPTOCIN EYE DROP.,2,MICRO,1*5 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,46.63,0.00,0.00,0.00,0.00,0,0,51.81,0.00,1,0.00,0.00,N,N,46.63,0,0,,10-Dec-14,N,Y,N,0,$0.00,$68.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,OPTOCINEYEDROP,N,OPTHA-2,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,OPTOCIN EYE DROP.,1,0,0,0,46.63,N,46.63,0,0,00,0,30049099,6,6,12,0,,,,
2414,,FLURISONE-T EYE DROP.,2,MICRO,1*5 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,90.00,0.00,0.00,0.00,0.00,0,0,100.00,0.00,1,0.00,0.00,N,N,90.00,144,42,,10-Dec-14,N,Y,N,0,$0.00,$140.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,FLURISONETEYEDROP,N,OPTHA-2,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,125,128,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FLURISONE-T EYE DROP.,1,0,0,0,90,N,49.28,0,0,00,0,30049099,6,6,12,0,,,,
2415,,ROFMIL TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,87.43,0.00,0.00,0.00,0.00,0,0,97.14,0.00,1,0.00,0.00,N,N,87.43,2,0,,12-Dec-14,N,Y,N,0,$0.00,$136.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ROFMILTAB,N,ALAIRA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLROFMITB050000,,2,2,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ROFMIL TAB.,1,0,0,0,87.43,N,86.59,0,,00,0,30049099,6,6,12,0,,,,
2416,,NEW-GTN-2.6 MG TAB.,8,APRICA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,58.90,0.00,0.00,0.00,0.00,0,0,65.44,0.00,1,0.00,0.00,N,N,49.08,3158,270,,13-Dec-14,N,Y,N,0,$0.00,$91.62,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,NEWGTN26MGTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,2984,2984,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,NEW-GTN-2.6 MG TAB.,1,0,0,0,49.08,N,98.94,0,0,00,0,300490,6,6,12,0,,,,
2417,,NEW-GTN-6.4 MG TAB.,8,APRICA,1*30,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,77.50,0.00,0.00,0.00,0.00,0,0,86.11,0.00,1,0.00,0.00,N,N,64.58,516,190,,13-Dec-14,N,Y,N,0,$0.00,$120.56,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,NEWGTN64MGTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,241,241,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,NEW-GTN-6.4 MG TAB.,1,0,0,0,64.58,N,130.18,0,0,00,0,300490,6,6,12,0,,,,
2418,,ARVAST-CF-10 MG CAP.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,233.36,0.00,0.00,0.00,0.00,0,0,259.29,0.00,1,0.00,0.00,N,N,233.36,18,19,,28-Dec-14,N,Y,N,0,$0.00,$363.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ARVASTCF10MGCAP,N,SUPRIMA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLARVASCP001000,,15,20,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ARVAST-CF-10 MG CAP.,1,0,0,0,233.36,N,124.07,0,,00,0,30049099,6,6,12,0,,,,
2419,,ARVAST-CF-5 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,137.41,0.00,0.00,0.00,0.00,0,0,152.68,0.00,1,0.00,0.00,N,N,137.41,15,25,,28-Dec-14,N,Y,N,0,$0.00,$213.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ARVASTCF5MGTAB,N,SUPRIMA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLARVASCP000500,,15,16,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ARVAST-CF-5 MG TAB.,1,0,0,0,137.41,N,80.36,0,,00,0,30049099,6,6,12,0,,,,
2420,,CUTIWASH SOFT.,2,MICRO,1*60 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,255.65,0.00,0.00,0.00,0.00,0,0,284.06,0.00,1,0.00,0.00,N,N,255.65,11,0,,31-Dec-14,N,Y,N,0,$0.00,$419.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CUTIWASHSOFT,N,GRACIA,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,8,8,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CUTIWASH SOFT.,1,0,0,0,255.65,N,166.22,0,0,00,0,33049930,9,9,18,0,,,,
2421,,CHAPTEX,1,INTAS,1*10 GM.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,112.88,0.00,0.00,0.00,0.00,0,0,125.42,0.00,1,0.00,0.00,N,N,80.63,26,23,,04-Jan-15,N,Y,N,0,$0.00,$185.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CHAPTEX,N,AYOKKA,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,IPLCHAPTCRXXXX00,,14,22,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CHAPTEX,1,0,0,0,112.88,N,76.5,0,0,00,0,33049910,9,9,18,0,,,,
2422,,ILOPRIDE-4 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,1,0.00,0.00,N,N,0.00,0,0,*,04-Jan-15,N,Y,N,0,$0.00,$0.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ILOPRIDE4MGTAB,N,ASTERA,N,0,4,,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,Y,,0,0,0, ,0,0,0,0,0,0,,ILOPRIDE-4 MG TAB.,1,0,0,0,0,N,0,0,,00,0,,0,0,0,0,,,,
2423,,PRAMIROL-1.5 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,1,0.00,0.00,N,N,0.00,0,0,*,04-Jan-15,N,Y,N,0,$0.00,$0.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PRAMIROL15MGTAB,N,ASTERA,N,0,4,,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,Y,,0,0,0, ,0,0,0,0,0,0,,PRAMIROL-1.5 MG TAB.,1,0,0,0,0,N,0,0,,00,0,,0,0,0,0,,,,
2424,,VELFU-D TAB.,1,INTAS,1*7,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,97.01,0.00,0.00,0.00,0.00,0,0,97.01,0.00,1,0.00,0.00,N,N,87.31,0,0,,06-Jan-15,N,Y,N,0,$0.00,$126.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VELFUDTAB,N,ALEDA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VELFU-D TAB.,1,0,0,0,87.31,N,87.31,0,0,00,0,30049082,6,6,12,0,,,,
2425,,DENSUEX LOT.,2,MICRO,1*60 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,701.69,0.00,0.00,0.00,0.00,0,0,779.66,0.00,1,0.00,0.00,N,N,701.69,0,0,,10-Jan-15,N,Y,N,0,$0.00,"$1,150.00",$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DENSUEXLOT,N,COSMODERM,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DENSUEX LOT.,1,0,0,0,701.69,N,606.32,0,0,00,0,33059019,9,9,18,0,,,,
2426,,PHENOBARB-30 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,1,0.00,0.00,N,N,0.00,0,0,*,11-Jan-15,N,Y,N,0,$0.00,$0.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PHENOBARB30MGTAB,N,ALECTA,N,0,4,,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,Y,,0,0,0, ,0,0,0,0,0,0,,PHENOBARB-30 MG TAB.,1,0,0,0,0,N,0,0,,00,0,,0,0,0,0,,,,
2427,,PRAMIROL-1 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,193.50,0.00,0.00,0.00,0.00,0,0,215.00,0.00,1,0.00,0.00,N,N,193.50,24,14,,13-Jan-15,N,Y,N,0,$0.00,$301.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PRAMIROL1MGTAB,N,ASTERA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLPRAMITB000100,,24,21,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PRAMIROL-1 MG TAB.,1,0,0,0,193.5,N,0,0,0,00,0,30049079,6,6,12,0,,,,
2428,,STORAX SYP.,1,INTAS,1*60 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,577.61,0.00,0.00,0.00,0.00,0,0,641.79,0.00,1,0.00,0.00,N,N,462.09,9,9,,23-Jan-15,N,Y,N,0,$0.00,$898.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,STORAXSYP,N,ALTIMA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLSTORASRXXXX00,,7,6,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,STORAX SYP.,1,0,0,0,462.09,N,320.32,0,,00,0,30049099,6,6,12,0,,,,
2429,,PRAMIROL-SR-1.05 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,255.54,0.00,0.00,0.00,0.00,0,0,283.93,0.00,1,0.00,0.00,N,N,255.54,72,14,,23-Jan-15,N,Y,N,0,$0.00,$397.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PRAMIROLSR105MGTAB,N,ASTERA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLPRAMITR1X0500,,29,34,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PRAMIROL-SR-1.05 MG TAB.,1,0,0,0,255.54,N,136.93,0,,00,0,30049099,6,6,12,0,,,,
2430,,STORAX-SR-1 GM TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,1,0.00,0.00,N,N,0.00,0,0,*,31-Jan-15,N,Y,N,0,$0.00,$0.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,STORAXSR1GMTAB,N,ALTIMA,N,0,4,,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,Y,,0,0,0, ,0,0,0,0,0,0,,STORAX-SR-1 GM TAB.,1,0,0,0,0,N,0,0,,00,0,,0,0,0,0,,,,
2431,,CLAVILIP-20 MG CAP.,1,INTAS,1*15,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,257.62,0.00,0.00,0.00,0.00,0,0,286.25,0.00,1,0.00,0.00,N,N,257.62,37,15,,04-Feb-15,N,Y,N,0,$0.00,$400.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CLAVILIP20MGCAP,N,VECTOR,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLCLAVICP002001,,39,38,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CLAVILIP-20 MG CAP.,1,0,0,0,257.62,N,149.9,0,0,00,0,30049099,6,6,12,0,,,,
2432,,CILNY-O-20 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,98.36,0.00,0.00,0.00,0.00,0,0,109.29,0.00,1,0.00,0.00,N,N,98.36,29,0,,04-Feb-15,N,Y,N,0,$0.00,$153.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CILNYO20MGTAB,N,XENITH,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLCILNYTB002001,,26,39,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CILNY-O-20 MG TAB.,1,0,0,0,98.36,N,67.2,0,,00,0,30049099,6,6,12,0,,,,
2433,,FEBUR-80 MG TAB.,15,MERITUS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,97.40,0.00,0.00,0.00,0.00,10,1,107.14,0.00,1,0.00,0.00,N,N,88.55,0,0,,10-Feb-15,N,Y,N,0,$0.00,$135.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,FEBUR80MGTAB,N,MERITUS,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FEBUR-80 MG TAB.,1,0,0,0,97.4,N,88.55,0,,00,0,,0,0,0,0,,,,
2434,,VIRATUSS SYP.,18,VIRACARE,1*100 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,70.79,0.00,0.00,0.00,0.00,0,0,80.30,0.00,1,0.00,0.00,N,N,64.36,274,97,,10-Feb-15,N,Y,N,0,$0.00,$110.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VIRATUSSSYP,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,105,180,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VIRATUSS SYP.,1,0,0,0,64.36,N,39.78,0,0,00,0,300490,6,6,12,0,,,,
2435,,EASYSPAS TAB.,18,VIRACARE,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,61.20,0.00,0.00,0.00,0.00,0,0,69.35,0.00,1,0.00,0.00,N,N,55.64,118,225,,10-Feb-15,N,Y,N,0,$0.00,$95.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,EASYSPASTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,179,253,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,EASYSPAS TAB.,1,0,0,0,55.64,N,42.9,0,0,00,0,300490,6,6,12,0,,,,
2436,,DIACOM-D-3 TAB.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,58.28,0.00,0.00,0.00,0.00,0,0,64.76,0.00,1,0.00,0.00,N,N,58.28,0,0,,11-Feb-15,N,Y,N,0,$0.00,$85.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DIACOMD3TAB,N,CARSYON-2,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DIACOM-D-3 TAB.,1,0,0,0,58.28,N,58.28,0,,00,0,,0,0,0,0,,,,
2437,,VOGLINORM-GM-FORTE-2 MG TAB.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,122.14,0.00,0.00,0.00,0.00,0,0,135.71,0.00,1,0.00,0.00,N,N,122.14,48,29,,11-Feb-15,N,Y,N,0,$0.00,$190.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VOGLINORMGMFORTE2MGTAB,N,CARSYON-4,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,-13,-31,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VOGLINORM-GM-FORTE-2 MG TAB.,1,0,0,0,122.14,N,78.43,0,0,00,0,30043190,6,6,12,0,,,,
2438,,ORAPINK-XT TAB.,10,O.B.,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,41.83,0.00,0.00,0.00,0.00,0,0,48.43,0.00,1,0.00,0.00,N,N,34.86,14,0,,13-Feb-15,N,Y,N,0,$0.00,$65.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ORAPINKXTTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,-67,-67,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ORAPINK-XT TAB.,1,0,0,0,34.86,N,32.18,0,0,00,0,3004,6,6,12,0,,,,
2439,,EPO-E-FORTE CAP.,19,UNIVERSA,1*15,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,192.21,0.00,0.00,0.00,0.00,0,0,213.57,0.00,1,0.00,0.00,N,N,160.18,212,62,,14-Feb-15,N,Y,N,0,$0.00,$299.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,EPOEFORTECAP,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,235,314,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,EPO-E-FORTE CAP.,1,0,0,0,192.21,N,121.75,0,0,00,0,30045037,6,6,12,0,,,,
2440,,VIVAGOLD CAP.,19,UNIVERSA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,74.83,0.00,0.00,0.00,0.00,5,1,83.14,0.00,1,0.00,0.00,N,N,62.36,32,0,,14-Feb-15,N,Y,N,0,$0.00,$119.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VIVAGOLDCAP,N,MAIN,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,32,32,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VIVAGOLD CAP.,1,0,0,0,74.83,N,62.36,0,,00,0,21069099,9,9,18,0,,,,
2441,,FREEMOVE TAB.,19,UNIVERSA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,107.65,0.00,0.00,0.00,0.00,0,0,119.61,0.00,1,0.00,0.00,N,N,107.65,0,0,,14-Feb-15,N,Y,N,0,$0.00,$157.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,FREEMOVETAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FREEMOVE TAB.,1,0,0,0,107.65,N,107.65,0,,00,0,30049099,6,6,12,0,,,,
2442,,COLAGEN SACHET,19,UNIVERSA,1*10.2 GM,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,59.80,0.00,0.00,0.00,0.00,0,0,66.44,0.00,1,0.00,0.00,N,N,54.36,250,0,,14-Feb-15,N,Y,N,0,$0.00,$98.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,COLAGENSACHET,N,MAIN,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,196,196,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,COLAGEN SACHET,1,0,0,0,54.36,N,37.73,0,,00,0,21069099,9,9,18,0,,,,
2443,,MODAFIL-MD-200 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,188.04,0.00,0.00,0.00,0.00,0,0,208.93,0.00,1,0.00,0.00,N,N,188.04,7,11,,19-Feb-15,N,Y,N,0,$0.00,$292.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MODAFILMD200MGTAB,N,ALTIMA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLMODAFTB020001,,2,26,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MODAFIL-MD-200 MG TAB.,1,0,0,0,188.04,N,90.86,0,,00,0,30049099,6,6,12,0,,,,
2444,,G@AZI-500 MG TAB.,20,GENESCIE,1*3,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,42.52,0.00,0.00,0.00,0.00,5,1,47.24,0.00,1,0.00,0.00,N,N,34.02,0,0,,21-Feb-15,N,Y,N,0,$0.00,$62.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,GAZI500MGTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,G@AZI-500 MG TAB.,1,0,0,0,42.52,N,34.02,0,,00,0,,0,0,0,0,,,,
2445,,G@AZI-250 MG TAB.,20,GENESCIE,1*6,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,43.88,0.00,0.00,0.00,0.00,5,1,48.76,0.00,1,0.00,0.00,N,N,35.10,0,0,,21-Feb-15,N,Y,N,0,$0.00,$64.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,GAZI250MGTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,G@AZI-250 MG TAB.,1,0,0,0,43.88,N,35.1,0,,00,0,,0,0,0,0,,,,
2446,,G@LEVO-500 MG TAB.,20,GENESCIE,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,48.01,0.00,0.00,0.00,0.00,5,1,53.34,0.00,1,0.00,0.00,N,N,38.41,0,0,,21-Feb-15,N,Y,N,0,$0.00,$70.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,GLEVO500MGTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,G@LEVO-500 MG TAB.,1,0,0,0,48.01,N,38.41,0,,00,0,,0,0,0,0,,,,
2447,,G@OMAX-O SYP.,20,GENESCIE,1*30 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,23.99,0.00,0.00,0.00,0.00,9,1,26.66,0.00,1,0.00,0.00,N,N,21.59,0,0,,21-Feb-15,N,Y,N,0,$0.00,$35.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,GOMAXOSYP,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,G@OMAX-O SYP.,1,0,0,0,23.99,N,21.59,0,,00,0,,0,0,0,0,,,,
